"","id","gender","age","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","O12","O13","O14","O15","O16","O17","O18"
"1",241,"M","26",-0.260279734051719,-0.00426014074940127,0.0391128510660052,0.518512967591717,-0.314176197523396,0.161013650184639,-0.141799507922472,-0.0783112368777243,-0.088806822316601,-0.0993866444371309,-0.265052139066145,0.244541567947316,0.0239787307135514,-0.160605478057779,0.445944437543524,0.269076764294491,-0.747727819265461,-0.108378904498016,0.35536505609579,0.068963374668946,-0.21220054056774,0.285140898245016,-0.240392889780747,0.302139285720202,0.35081728624971,-0.138833384460009,-0.243434014836762,0.206556169422475,-0.292460916040675,0.113868527712611,0.418100903778512,-0.158441376014848,-0.100779865679812,0.151953186141655,-0.238236081284894,-0.0957627273853239,-0.0599685093366904,0.239290879079504,-0.179233376002629,-0.211388747085378,0.0771316671423916,0.0297333068575141,-0.2769391119986,0.0308827482745979,-0.243994606421653,0.446121248979856,-0.20834102466571,-0.387484742992592,0.260460376387716,0.0167717528441848,-0.185931932293691,0.315432451719478,-0.242267894700881,-0.358621455626728,0.03904232045506,0.212656020721683,0.18792206697033,-0.405351883957974,0.147063859820583,0.0381308320798793,0.14302258541505,0.121440427893398,-0.19104795275902,-0.415122837827969,-0.0672084358131377,0.30969313718086,0.342630648811873,-0.343277211251046,-0.326575075485719,0.212996121643102,-0.157214282754758,-0.318512140050894,0.44692976922935,0.16908523503632,-0.480409969254102,-0.0375561974694165,0.468213863282224,0.247423909006007,-0.368488526595137,0.014175145330178,0.106548745152976,-0.262422352909244,0.0487212506622808,0.340371509202081,-0.0566031573418047,-0.104417575673034,0.321980710821978,-0.156680447047192,-0.323385825772538,-0.0350846473425989,-0.305061883490998,-0.159600457805783,-0.129606838732034,0.354768022311233,-0.0400720930168354,-0.114828002475307,-0.0401162027217971,0.0276857590284523,0.386982849115239,0.181658898568904,0.09663037221152,-0.442213258282879,-0.43902445559038,-0.213737101228598,0.281497111044378,30,6,118.78,104.94,116.55,97.19,103.4441,117.0361,131.89,103.57,63.8,63.8,64.8,43.9,46,121.27,94.23,129.43
"2",71,"F","26",-0.160884966470735,-0.387927630874237,-0.131756247330745,0.353971701186948,-0.518612675063554,-0.104634533167129,-0.17943534364148,-0.00255178211687833,-0.0429273949739164,-0.108643387565732,-0.258166940828115,0.154856683487568,0.0502754131804219,-0.237405007417615,0.221168986771186,-0.0366616700745273,-0.77551935347916,0.186585981728282,0.428356663605524,0.0813206752398862,-0.152247827495016,0.22291886692069,-0.310173295648716,-0.0895993183492145,0.337412024809935,-0.00577138429199679,-0.13402669918144,0.251257816253339,-0.448344159713377,-0.1970411690226,0.438000657401551,-0.00305175105961593,0.152713228033574,0.135605404545765,0.329065471783756,0.135164338874243,-0.0854150433518015,0.496891003026066,-0.281340366893986,-0.230577978686928,0.156331026998213,0.206326842969164,-0.484654399898434,-0.0727378513249451,-0.250090842162314,0.357036059081149,-0.288514574779324,-0.210989763395179,0.280571000513265,0.0118714088748226,-0.211569894164854,0.187049655037817,-0.27358041712382,-0.237038305511066,-0.0768759661484104,0.0318169334255177,0.411095062034589,-0.0929843392016728,-0.107077489071893,-0.0584424673407093,-0.114987366331916,-0.242791042219497,-0.116272075088308,0.0369647177635121,-0.181080298605645,-0.0557144274793268,0.428744534867704,-0.240899048667049,-0.0615201762290802,0.196331754132366,-0.296714405835976,-0.38337300935357,0.10538442475007,0.0588544350510935,-0.279265629423194,-0.215727348072227,0.386753628960352,-0.0844630744811068,-0.273999637358941,0.0146038909111127,0.0878938039357264,-0.177474224228556,0.20719269947789,0.276829033160883,0.0743677283478324,0.0121887999670454,0.303841103733784,-0.121824841275937,-0.269226762184084,0.254436299483276,-0.297640298683555,-0.134531005740847,-0.199758062986932,0.257212050247751,-0.010619671062124,-0.112219724317847,0.0862773011922312,0.272177150707046,0.202109435051988,0.168401293881648,0.091020784176439,-0.246240781057307,-0.297804121777475,-0.107801014696839,0.155208736337859,29,4,103.45,109.92,101.9,86.45,98.73,96.81,112.36,98.44,53.7,52.7,54.1,45,52.3,111.1,105.21,84.59
"3",580,"M","31",-0.0385578745253632,0.0372046086377379,0.135099539716361,0.541590152705449,-0.32250445849569,-0.0755134589798821,-0.124748368243289,0.134198510847257,0.139648890891647,-0.0512380806747418,-0.582171079641553,-0.00660769222669098,-0.0380247051578632,-0.238929408637839,0.204532373906399,-0.0896210510142353,-0.72980346725514,-0.137779676028391,0.159162692010674,-0.139806145954019,-0.00999390416556369,0.646168109029993,-0.106090227508391,0.357457006588643,0.26890752983112,-0.00995910311009619,-0.442815080813388,0.0150322473000663,-0.80215020153849,0.0657920672869822,-0.180593311365039,-0.375844570315661,0.0194969821880865,0.572102336546641,-0.00613499114870797,-0.666358602666,0.331268354675969,0.0903131508524167,0.178082522648893,0.148111544305191,0.115408640389895,-0.16264231728387,-0.146247929008829,0.364479451451848,-0.470630687099741,0.542026478428514,-0.229107697132777,-0.309707901387484,0.42303864739781,-0.0220006509197529,-0.416819556360212,0.19488715295383,0.153888946143827,-0.513800844654753,0.115562816267335,0.448461117912147,0.326990288212008,0.0831909711320465,0.11744756600261,0.0620592162730312,-0.282561097218528,-0.147814334297893,0.276653778390376,-0.526956815019597,0.118234273811741,0.274206263852761,0.714169730772153,-0.197328063149476,-0.0616911868923912,0.281622370386635,-0.0990616980016047,-0.58285471167663,0.120061809432557,0.510070356539373,-0.766017942610796,0.244768274812956,0.627582974505441,0.428366987092326,-0.402197430686126,0.119709623892105,-0.130475149767777,-0.267997356814392,0.0340932216422441,0.449227977010195,-0.0951458829358799,-0.280395230776359,0.420454991152327,-0.234189822415743,-0.235099611528266,-0.0870151054703815,-0.380735162864456,-0.378285758365426,0.0362374550994251,0.117410063025399,-0.285823592067274,0.0130356553778386,0.32940426230459,-0.00674948502853384,-0.0446559256815894,0.319749073881731,0.036749836121391,-0.438080561833757,-0.431387412139991,-0.395951582788022,0.262710720950761,30,4,125.19,100.77,113.51,98.04,125.64,132.63,96,102.63,51.9,52.2,50.1,50.1,51.1,121.8,106.24,124.24
"4",560,"M","26",0.0239725601972208,-0.488498153465685,-0.00767578663143175,0.388017178003908,-0.416030482432903,-0.206054963102254,-0.0266663237155298,0.0544495254973195,-0.0735116674931968,0.0266675556730465,-0.292232345823891,0.0725143453280283,0.0666374749894848,-0.104077935697656,0.149499429250998,-0.150302483470031,-0.538196317848358,-0.119716587875628,0.270894863204431,-0.169149482065519,-0.0621752208687489,0.41655281227772,-0.207042258694632,-0.415967531893091,0.504844466852869,0.00231037541022775,-0.209826560288761,0.17601340178623,-0.51137147981681,-0.0364266010685135,0.515396145114228,-0.188713425884702,0.127897913644663,0.063347374359083,-0.075562548582716,-0.295715995313949,0.10996769334126,0.0195113224060808,-0.237407162909668,0.170216334777309,0.0173196681027606,0.325271992145738,0.0695310663012225,0.0289024298652742,-0.409629229840604,0.205175650317448,-0.187107766920885,-0.262377693624236,0.0502427059407778,-0.0713096225938713,-0.317088587495197,0.377572967031089,-0.0527273903054862,-0.161691262372658,-0.0262151296695107,0.0460231181837975,0.407045050983552,0.137521928801996,-0.186587763461817,0.0225734402738296,-0.198549518206739,-0.446502443586987,-0.07600817073366,0.271376232362464,-0.397037338715104,-0.198230777433307,0.523537580316738,-0.16356400716956,-0.309681177705846,0.178228606579406,-0.0770068688759763,-0.317973905002932,0.103794316299164,0.314366447861165,-0.42473302916903,-0.0853152884392797,0.248438276294972,-0.143843608162956,-0.348685763084393,0.0511826063062689,-0.0194827177294051,-0.160017934796578,0.0544651487872167,0.502937199928559,0.101198877074868,-0.118607913229952,0.135333573848508,0.186334688746315,-0.156250484480965,-0.0923810144277071,-0.385056960142762,-0.241989171445711,-0.319931295192325,0.0346713324585972,0.00174464940705371,-0.309468807076146,0.230309359211516,0.235149959068085,0.116121323290063,-0.103769288112552,0.311457924370012,-0.112352384701133,-0.413256038179669,-0.0874815751606705,0.313687839392311,30,4,101.69,115.18,114.18,110.45,132.4124,146.5971,96.12,108.26,53.5,38.5,54.1,56.8,48.4,102.79,107.85,118.9
"5",134,"F","31",-0.172128164696757,-0.0582172948987262,0.299220665267069,0.463817662086259,-0.431948271281601,-0.15099891136677,-0.311103972706998,0.146140088600027,0.0795361896747207,0.0699711970074979,-0.0739926798846675,0.0753199692631736,0.17386129148306,-0.0748000454577748,0.261823043539661,0.0891497812403409,-0.729307950980121,-0.310296638665334,0.352025588693235,-0.0482808896931246,-0.055017166327892,0.452397020106499,-0.340743678348719,-0.127495087742501,0.575448690945786,-0.0814791888704683,-0.123838981404637,0.343924439700233,-0.281566127414116,0.104014521021373,0.354219688635393,-0.112751362100212,0.188062206807388,0.101368626419555,-0.122091030422072,-0.0558347695568987,-0.0741085584044699,0.349905642806507,-0.0607641025025648,-0.0602627979934565,0.20314759343284,0.218249155951017,-0.320704013825543,0.00409524203561855,-0.0450768513433186,0.0376817845116446,-0.421575701026916,-0.26788668627721,0.105919936693042,-0.0329009266423049,-0.185928340100074,0.269901513324126,-0.0934565346123132,-0.0460795587395714,-0.263949151267507,0.0168611777386049,0.394941911647962,0.118437366391125,-0.263257208506925,-0.0388888496177012,0.0496743251582973,-0.10490084181966,-0.225348093844677,-0.00775819456824795,-0.192802591870034,-0.188961136359841,0.378148494293959,-0.387034975749238,-0.0626099406665485,0.181230601973276,-0.413956265524459,-0.348395556801194,0.258347576400139,0.35828194381253,-0.211607845441012,-0.314748891851598,0.28342369576361,-0.24347872709375,-0.0193131814154302,-0.0634910686630429,0.0887013363920346,-0.222602127173837,-0.212787330476035,0.341323545095296,0.105755791321562,-0.0372507689151805,0.126545577267704,-0.172093778929835,-0.0938939784176915,0.205668946738349,-0.0337339229106266,0.0497029896728249,-0.261688475962559,0.0170873503749865,0.0959590116552242,-0.0883118141444795,0.305741436033399,0.219285177646039,0.365490600751795,0.0749037444019701,0.217725922801095,-0.103552367256164,-0.245054586569307,0.0829617223703548,0.169873219823044,28,2,70,94.3,92.33,111.41,101.1697,69.45302,71.99,84.01,50.3,46.1,46.5,62.5,43.3,73.07,96,106.93
"6",97,"M","22",-0.0428853597269469,0.0121539743232824,0.237232416233699,0.578034641344473,-0.135872083958719,0.190537947687937,-0.0450522964366995,-0.0936339143871155,0.109728669718512,0.1508667949403,-0.336562096907933,0.15680794034348,0.112289496173116,-0.179320606220417,0.326036833493962,-0.0562881025401603,-0.634766089345885,-0.237378034455671,0.0370605448079814,0.137684518711741,-0.155073473423979,0.669362742395388,-0.12606658311828,0.0712601313050087,0.450638054362262,-0.0171498384029275,-0.359476754094597,0.180085325966434,-0.610770359639803,0.0430731531099799,0.0959207640195645,-0.375335467279396,0.0194136740713923,0.443267008900792,-0.0376033626297656,-0.488105869770789,0.242034814472115,0.139377008827488,0.0632563151420819,0.34190188653491,0.209257517924575,0.0663020753290529,-0.0773766510592245,0.278766611966924,-0.266315189781136,0.337072631523321,-0.0493613115011788,-0.195464510727282,0.135374017240709,0.0499418435871356,-0.290743776259696,0.127474843167401,0.0676900803573352,-0.460887611043953,0.0866307778154555,0.187815183235923,0.265623185884107,-0.0270369149357447,0.115346635968992,-0.058673654345939,-0.110003732224599,-0.0763093689194329,-0.0191501610676944,-0.184085564867129,-0.0331401769575017,0.0860379391640488,0.228431889074837,-0.00828358130157694,0.0080300369968629,-0.0674808410184368,-0.0601683641202593,-0.286889006385688,0.240704467032439,0.475626634741223,-0.356999359090024,0.117664549344768,0.259242073224953,0.0439061116228985,-0.291093983851514,-0.254875979792969,-0.212979730081367,-0.304909690401165,-0.0415790860630574,0.361946809447758,0.21074280398971,-0.217060119412494,0.308287377600202,-0.144349739013228,-0.13556798394541,0.0203423952557667,-0.0957075194947393,-0.125268235010814,-0.0311112163603453,0.138779081516226,0.0235298433049941,0.0207739485315285,0.215956003532557,0.214293814003596,0.31414566770897,0.110756314524894,0.241140898791199,-0.312265008199713,-0.269789090876177,0.194660970844987,0.171159566318386,29,9,97.37,105.69,96.19,97.19,112.9757,116.9699,97.87,123.73,52,63.8,43.7,62.5,32.6,121.16,85.72,117.84
"7",480,"M","26",-0.263367009419798,0.130906629784963,0.00599484936395055,0.440935713877428,-0.355383822145575,0.284260489937759,-0.255033365840909,-0.133708500785229,-0.188602050860044,-0.2900881741854,-0.341460936971668,0.167030058123898,-0.145477645277296,-0.350749993228371,0.500035936110214,0.234910772208855,-0.737327404218215,0.0714617277860389,0.383274737047812,0.0215562816355938,-0.171810190151511,0.309325599159398,-0.120286515864972,-0.0278161160156233,0.296272272690474,-0.114542163798555,-0.070233367609597,0.083928993434404,-0.577568854120142,0.225323855109527,0.000989984775898702,-0.208513889825577,0.0993686442275541,0.195134415928234,-0.30013816488464,0.0660466966909291,-0.103533909532064,0.0702133074289974,-0.27348388184658,-0.27238272608948,0.216172271770686,0.1893940985271,-0.107502164569022,-0.107504103070065,-0.0993033741476686,0.310171133193878,-0.325039584580034,-0.00155713658495174,0.246337902492556,-0.0795134056778659,-0.333561573123198,0.299883472901675,-0.270259110833584,-0.270117658500651,0.0845064433403516,0.113468665710231,0.23816015027951,0.0679383945032018,0.201565355155826,-0.494312958575544,-0.366114591859177,-0.0740794287748013,0.0826974290023017,0.0433627869682189,-0.347804723459958,-0.0508601742418058,0.54300850289794,-0.294974771844882,0.129457045121874,0.266084761361328,-0.153440240513977,-0.329871791450449,0.312831013900347,-0.13598924867007,-0.504347126939027,-0.103512320913105,0.47707721990641,0.0917177907703792,-0.138218212213391,0.101150708146325,-0.12175139259447,-0.107366503323979,0.143695371086116,0.360631820722334,-0.118114510132993,0.296253860641741,0.220675158181902,0.0278567545387616,-0.242225032814726,0.0949750317743052,-0.313100069681653,0.133142534072408,-0.185457303377953,0.153569940904808,0.0558494387622122,0.0709591943424915,0.201367369865548,0.210677188008314,0.303531289859402,-0.106744994968092,0.0345010333186656,-0.213819258949022,-0.18532692260156,-0.0890248582306448,0.28012332860793,29,5,93.36,86.03,103.37,110.45,92.68638,121.3679,87.33,108.26,46.4,45.2,35.9,43.7,62.9,83.62,96.8,122.43
"8",35,"F","31",-0.19406959470517,-0.383955660001135,-0.0758550546710509,0.425964574588038,-0.375164205042215,0.0348372029583825,-0.110088588950326,0.0407569763056265,-0.0263386841740739,-0.0458591592022706,-0.305242089899463,0.341485316026891,0.13680072565601,-0.156404277012874,0.244925139776447,-0.0254814972465235,-0.762933375724432,0.217910804711552,0.248374984310816,-0.10268272544152,-0.106030575405928,0.246880983323055,-0.0899418604984425,0.129596416862201,0.371976642809875,0.0565629281574573,-0.0895792385432947,0.0967178929092318,-0.642210594067761,0.0243456256078161,0.511846119710034,-0.208465981356161,-0.0792990321153733,0.289449875914386,0.147365498782475,-0.184309161851723,0.217772484849717,0.333545097732862,-0.208554732861681,0.0480278845029227,0.138829189956993,-0.0750739806791321,-0.403876109544064,0.165989342976733,-0.477926506073122,0.510819112896817,-0.285656190619716,-0.458311409859125,0.269727567316278,-0.036955298092147,-0.227476517858108,0.0573164784975423,-0.303578983140803,-0.44376380046767,0.0612169105372926,0.173456731347246,0.0171100649220106,-0.177922747178703,0.142747873078709,-0.0940965308568745,0.0687374307929495,-0.0238334581634582,0.0368151040377363,-0.22450780686304,-0.105850313517264,0.231840053638848,0.651604018907083,-0.235569619622911,-0.422411866172735,0.178546429415755,-0.110187380775158,-0.445612068543004,0.0511800853926864,0.184003341639703,-0.687561518584823,0.170903687309062,0.492056365194422,0.233822984406482,-0.383171315744808,0.0166737544796839,0.280781989569118,-0.213955345513058,0.231663080772756,0.117026422490148,0.165125994990886,-0.0934231751492125,0.330920129176107,-0.152363322627075,-0.334880163671532,-0.129456102188801,-0.366847555065481,-0.137682203896928,0.0792053783234234,0.326542133226358,-0.0708122332908706,0.0446208941518622,-0.0214826810861937,0.102429011182397,0.245117061116579,0.088890744241917,0.191919620468405,-0.448411599006448,-0.349058478844447,-0.166268327726375,0.449430394810898,29,6,84.96,90.94,89.1,77.61,113.58,113.17,90.69,112.66,47.7,33.5,35.9,62.5,56.8,122.35,92.27,82.36
"9",347,"M","22",0.0571988346187437,-0.148456091106535,-0.0322283368683755,0.537790597096261,-0.193669519181965,-0.129457063090327,-0.224796728841074,-0.217875259568233,0.0347274620111359,0.0695417386185374,-0.400152119261165,0.12265668402474,0.315525297203564,-0.251888504777945,0.415880304744269,-0.142922946088399,-0.643641653543169,-0.22654503190467,0.180501097420559,0.334110045231921,-0.117311575671643,0.493633487288622,-0.0665519254952339,0.274542103555775,0.484296093592648,-0.0313096371596117,-0.0876691103326275,-0.0063430954742971,-0.578228906776073,-0.0814550995177847,0.188790653382376,-0.489021909751423,0.089507874776281,0.275953119712263,-0.026745980492338,-0.628670846278556,0.211658091086335,0.14727949300138,-0.180548568344988,0.322147952871349,0.0851471809057378,-0.0319136031937619,-0.0407572143199665,0.222696231003778,-0.445993045236347,0.412922126205265,-0.127129350443873,-0.409540119979204,0.334714691201994,-0.110897891588171,-0.431993237699387,0.192238574526316,-0.126125666740927,-0.195872512835526,0.0712965547913554,0.153945658283235,0.433342290229724,-0.221641575317749,0.114555387824506,-0.051563878465063,-0.0837681249144714,-0.075908862537451,-0.0127242102036425,-0.223348328910628,0.0896120240630758,0.0398594536745838,0.341212428811088,-0.0743054827692163,-0.393704169119403,0.0929999235829371,-0.265223032946162,-0.432502671071098,0.196412104566384,0.156851103095903,-0.480002322062456,0.117275608364695,0.450259856854178,0.131900703453468,-0.394825720951544,0.0248638986575864,0.196261583732733,-0.300951767807234,0.155057457680372,0.377783354207181,0.0748917092858823,-0.185271002246038,0.439815323829924,-0.386198907331211,-0.258588819396902,-0.0602244339183731,-0.393868055427137,-0.182513295953549,-0.0853910539864241,0.241588949230649,0.0010642882453223,0.184450752841354,0.363125144981287,0.14750362548919,0.395898360088538,-0.168325656643797,0.180597081119502,-0.349084847199261,-0.234063003850423,-0.149568265061452,0.1445813820458,30,3,107.36,105.44,105.49,110.45,123.9263,123.7913,130.65,89.14,53.7,52.7,54.1,62.5,62.9,129.65,95.22,130.97
"10",316,"F","26",-0.0430231266847024,0.111828153058453,0.0225133004431524,0.615133239387983,-0.182601251129856,0.182126581807288,-0.245342392837357,0.129889276609476,0.0279379496339507,-0.0495209488895203,-0.403550115228242,0.151926236736899,0.0331532771171639,-0.231667323367663,0.406129054468326,-0.293765522425535,-0.576827659041151,-0.136919748825899,-0.00402823581785362,0.151346250389663,0.110281036756233,0.675808119204084,-0.15949021460762,0.165863254962999,0.390846969632654,-0.256756091874551,-0.320672791657888,-0.20645722446386,-0.712931561878908,-0.0391595032349013,-0.155037140525488,-0.433871728976407,0.0957983924330422,0.345849371858421,0.212693600004905,-0.47624594407246,0.400267973362077,0.137298539985895,0.165088955560554,0.300394043496684,0.0231438671705845,-0.0341198406037019,-0.160181866968801,0.262344263288787,-0.478981450801753,0.560541392348517,-0.0132689496434926,-0.0299531478893069,0.522237835986105,-0.0483164955298245,-0.300347432801571,-0.125822980131971,0.209462243577938,-0.503793358698241,0.285471686932626,0.205554873899007,0.361423301832222,0.042772106632845,0.164917868478809,0.0825892120560385,-0.0918018976277327,-0.13021188602459,-0.039789319475646,-0.400498898256689,0.0391006904275812,0.188424729879516,0.57148570838856,-0.0657123005096424,-0.0158366964771169,0.264393860796154,-0.214403154049445,-0.419706244306537,-0.139731042194575,0.501564719199637,-0.647725417690729,0.266703265619137,0.416493728688578,0.21047991600661,-0.596062184514837,-0.0824176766941647,-0.128045493638098,-0.446557546787834,0.230748847052442,0.50890580016638,0.210534764283686,-0.255115652865255,0.562367085699953,-0.332282757664797,-0.430608365991718,-0.221598674962294,-0.411116488973408,-0.159693553931783,-0.142972220906494,0.0993236872515773,-0.248020724043768,-0.122500734561245,0.231522384501965,0.00730082288832051,0.226916894250473,0.198866133198388,-0.00597506069732574,-0.33044651735189,-0.350542868120145,-0.119660576358003,0.375849761830292,30,4,112.67,88.48,101.18,110.45,98.26,112.16,68.81,113.85,58.1,38.5,44.3,46.4,34.6,105.13,102.67,85.46
